NO;NAMA BARANG;HARGA KONTER;HARGA KONSUMEN;STOK BARANG
2297;FLX TC ZENFONE ZC500TG;;;
2298;FLX TC ZENFONE ZE552KL;;;
2299;FLX TC ZENFONE ZC550KL/Z010D;;;
2300;FLX TC ZENFONE ZE500KL;;;
2301;FLX TC ZENFONE 5/A500;;;
2302;FLX TC ZENFONE ZD551KL;;;
2303;FLX TC ZENFONE ZB620KL;;;
2304;FLX TC ZENFONE ZE552KL;;;
2305;FLX TC ZENFONE 4S;;;
2306;FLX TC ZENFONE ZC630KL;;;
2307;FLX TC ZENFONE ZC520TL;;;
2308;FLX TC ZENFONE ZE550ML/ZE551ML;;;
2309;FLX TC ZENFONE ZE500CL;;;
2310;FLX TC ZENFONE ZE550KL;;;
2311;FLX TC ZENFONE ZC554KL;;;
2312;FLX TC ZENFONE ZB452KG/X014D;;;
2313;FLX TC ZENFONE ZC553KL;;;
2314;FLX TC ZENFONE ZB633KL;;;
2315;FLX TC ZENFONE ZD553KL;;;
2316;FLX TC ZENFONE ZC551KL ;;;
2317;BAUD CINA 3,5MM ;;;
2318;BAUD SAMSUNG 4MM;;;
2319;BAUD BB 8520;;;
2320;BAUD IPHONE 8PLUS ;;;
2321;BAUD IPHONE 4G;;;
2322;BAUD IPHONE 5S;;;
2323;BAUD IPHONE 5G ;;;
2324;BAUD IPHONE 6G;;;
2325;BAUD CINA 5MM;;;
2326;FLX MIC LENOVO A7000/K3NOTE/K5;;;
2327;FLX SAMSUNG E1272;;;
2328;FLX SAMSUNG E1195;;;
2329;FLX SENDOR KEY UP HOME BUTTON SAMSUNG I9500;;;
2330;FLX SENDOR KEY UP HOME BUTTON SAMSUNG J5PRIME;;;
2331;FLX SENDOR KEY UP HOME BUTTON SAMSUNG G530;;;
2332;FLX SENDOR KEY UP HOME BUTTON SAMSUNG J710/J7 2016;;;
2333;FLX SENDOR KEY UP HOME BUTTON SAMSUNG I8190;;;
2334;FLX SENDOR KEY UP HOME BUTTON SAMSUNG J2;;;
2335;FLX SENDOR KEY UP HOME BUTTON SAMSUNG D6620;;;
2336;FLX SENDOR KEY UP HOME BUTTON SAMSUNG J1ACE/J110;;;
2337;FLX SENDOR KEY UP HOME BUTTON SAMSUNG I8262;;;
2338;FLX SENDOR KEY UP HOME BUTTON SAMSUNG G.900;;;
2339;FLX SENDOR KEY UP HOME BUTTON SAMSUNG T310;;;
2340;FLX SENDOR KEY UP HOME BUTTON SAMSUNG A520;;;
2341;FLX SENDOR KEY UP HOME BUTTON SAMSUNG J3/J320;;;
2342;FLX SENDOR KEY UP HOME BUTTON SAMSUNG J730;;;
2343;FLX SENDOR KEY UP HOME BUTTON SAMSUNG I9100;;;
2344;FLX SENDOR KEY UP HOME BUTTON SAMSUNG T11;;;
2345;FLX SENDOR KEY UP HOME BUTTON SAMSUNG J700;;;
2346;FLX SENDOR KEY UP HOME BUTTON SAMSUNG J330;;;
2347;FLX SENDOR KEY UP HOME BUTTON SAMSUNG J400;;;
2348;FLX SENDOR KEY UP HOME BUTTON SAMSUNG J2PRO;;;
2349;FLX SENDOR KEY UP HOME BUTTON SAMSUNG J5/J500;;;
2350;MIC SAMSUNG (4 PIN) F480/I9000 ORI ;;;
2351;MIC SAMSUNG E700 /CHINA UNIVERSAL CABLE ORI 100%;;;
2352;MIC SAMSUNG (5PIN) 53650/C3303 ORI 100% ;;;
2353;MIC SAMSUNG A310/A510/A710 ORI;;;
2354;MIC SAMSUNG A300/A500/E500/E700;;;
2355;MIC SAMSUNG J100 ;;;
2356;MIC NOKIA 5200/5300/N73 0RI;;;
2357;MIC R3/3S;;;
2358;BB 520;;;
2359;PLUG IN SAMSUNG;;;
2360;PLUG IN BBZ3;;;
2361;PLUG IN OPPO X909;;;
2362;PLUG IN RENO2 Z3PR0 REALME X 2 5PRO ;;;
2363;PLUG IN CHINA 5PIN ;;;
2364;PLUG IN PC OPPO R1001,R831,NEO3,FINDS;;;
2365;PLUG IN OPPO A52020 /OPPOA92020;;;
2366;PLUG IN C/C ASUS ZENFONE 5 PIN ;;;
2367;PLUG IN C/C XMI RDMI 5PLUS ;;;
2368;PLU IN CON T/C OPPOR1001/X909 ORI ;;;
2369;PLUG IN REDMI NOT 5A;;;
2370;PLUG IN CON T/CSAMSUNG A207/A226/GALAXY/A20S/A225G/ORI;;;
2371;PLUG IN A025 ORI/GALAXY A11;;;
2372;PLUG IN SMARTFREEN ;;;
2373;PLUG IN A015/GALAXYA01;;;
2374;PLUG IN VIVO V5;;;
2375;PLUG IN CON T/C LENOVO A850 ;;;
2376;PLUG IN CON T/C XIOMI R.S2;;;
2377;PLUG IN CON T/C NOKIA 8600/6500C/5PIN/;;;
2378;PLUG IN C/C OPPO A1K/REALME3/5PRO/C3/C11/C12/C15/5/A;;;
2379;PLUG IN CHINA 5 PIN;;;
2380;PLUG IN PC .3200;;;
2381;PLUG IN RENO/R2/2Z/3/3PRO/REALME/X/X2/REALME/5PRO L;;;
2382;PLUGIN SAMSUNG P.1000;;;
2383;PLUG IN SAMSUNG IN TI/210;;;
2384;SWITCH ON-OF CON T/C CHINA 5PIN (A110)MAX C/S890 ORI;;;
2385;SWITCH ON -OF A/F UNIVERSAL 4 KAKI VORW2;;;
2386;SWITCH ON-OF B16.ORI200;;;
2387;SWITCH ON-OF SAMSUNG SMALL ORI NEW;;;
2388;SWITCH ON-OF IPHONE 5G/OPPOR829/R7007/NI/NIT/XMI/M14/;;;
2389;SWITCH ON-OF A105/J100/J300/J500;;;
2390;CON TC OPPO A33,A31,A35,A37,A53,A57,;;;
2391;CON TC REALME 3,3PRO,C11,C12,C15,C2;;;
2392;CON TC PL OPPOA3S/CPHI803)A5/F7/F9/;;;
2393;CON TC SAMSUNG A2005/A305/A405/A505/A606/A705/A307/A507/A125/A127;;;
2394;CON TC A315/A515;;;
2395;CON TC OPPO A3S CPHI853;;;
2396;CON TC CHINA 5 PIN ;;;
2397;CON TC SMARTFREEN ;;;
2398;CON TC SMARTFREEN MAXV 5PIN,N986 CHINA;;;
2399;CON TC OPPO A52/A92/A32/A33/A532020/F17/F17PRO/C17/REALME/6/6I/6PRO/7,7I,7PRO;;;
2400;CON TC BB 8520;;;
2401;CON TC OPPO A52022/A92020/A11X TYPE -C;;;
2402;CON TC SAMSUNG A205/Z305/A405/A505;;;
2403;CON TC CHINA 5PIN (HORN);;;
2404;GLASS OCA RDMI NOTE5;;;
2405;GLASS OCA NOTE 5PRO;;;
2406;GLASS OCA RDMI 5P;;;
2407;GLASS OCA RDMI K20;;;
2408;GLASS OCA NOTE 7PRO;;;
2409;GLASS OCA RDMI 5;;;
2410;GLASS OCCA RDMI NOTE10 4G;;;
2411;GLASS OCA F1;;;
2412;GLASS OCA RDMI 9/9PRIME POCO M1;;;
2413;GLASS OCA RDMI NOTE9;;;
2414;GLASS OCA INFINIX 650;;;
2415;GLAS OCA VIVO X81;;;
2416;GLAS OCA VIVO V7;;;
2417;GLAS OCA VIVO V7+;;;
2418;GLAS OCA VIVO V11;;;
2419;GLAS OCA VIVO V11PRO ;;;
2420;GLAS OCA V15PRO;;;
2421;GLAS OCA Y50;;;
2422;GLAS OCA Y91;;;
2423;GLAS OCA Y20;;;
2424;GLASS OCA Y19;;;
2425;GLASS OCA OPPO F7;;;
2426;GLASS OCA OPPO A3S;;;
2427;GLASS OCA OPPO REALMEC20(BLACK);;;
2428;GLASS OCA OPPO A83(WHITE);;;
2429;GLASS OCA OPPO A54(BALCK);;;
2430;GLASS OCA IPHONE (BLACK) (WHITE);;;
2431;GLASS OCA SAMSUNG A305 (BLACK);;;
2432;GLASS OCA SAMSUNG A20 (BLACK);;;
2433;GLASS OCA SAMSUNG A80 (BLACK);;;
2434;GLASS OCA J7PRIME (BLACK);;;
2435;GLASS OCA SAMSUNG A215;;;
2436;GLASS OCA SAMSUNG A307/A30S;;;
2437;GLASS OCA SAMSUNG J260/J2 CORE ;;;
2438;GLASS OCA SAMSUNG A12 ;;;
2439;GLASS OCA SAMSUN A520;;;
2440;GLASS OCA SAMSUNG J415/J4PLUS ;;;
2441;LEM T-7000 ZHALINDA 15ML;;;
2442;LEM T-7000 ZHALINDA 50ML;;;
2443;LEM B-7000 15ML;;;
2444;LEM B-7000 110ML;;;
2445;AMTECK OC;;;
2446;MATA SOLDER GOOT ;;;
2447;MATA SOLDER SLOBONG HAKO;;;
2448;RELIFE 5IN1 RL-059 PLUS;;;
2449;SMART DIGITAL 6PORT RELIFE;;;
2450;GOOT WICK SOLDER IRON SUNSHINE;;;
2451;SOLDER CS30;;;
2452;SOLDER IRON SL-908;;;
2453;SOLATIP ANTI PANAS ;;;
2454;KABEL PEMISAH LCD CELKIT;;;
2455;ELEMEN BLOWER;;;
2456;RELIFE RL-530 550ML;;;
2457;OBENG (+) MEDIUM 1,5;;;
2458;OBENG (+) MEDIUM 1,2;;;
2459;OBENG 1SET DOMPET;;;
2460;OBENG CELKIT (+) 1,5 CK-901;;;
2461;OBENG IPHONE (Y) 0,6 QK868 ;;;
2462;OBENG IPHONE (Y) SUNSHINE 0,6;;;
2463;OBENG (+) SUNSHINE 1,2;;;
2464;OBENG (+) SUNSHINE 1,5;;;
2465;PINSET CELKIT CK-T27 LURUS ;;;
2466;PINSET CELKIT CK T-2 BENKOK ;;;
2467;PINSET TS-15 BENGKOK;;;
2468;ALAT PENCABUT LCD SUNSHINE SS-041;;;
2469;KABEL NEMPER;;;
2470;TIMAH CAIR MEKANIK 35G;;;
2471;TIMAH GULUNG MEKANIK 28G;;;
2472;TIMAH GULUNG RELIFE RL-445;;;
2473;SOLDER BLOWER KADA 850 ;;;
2474;FRAME OPPO F1S PUTIH;;;
2475;FRAME OPPO A54 4G;;;
2476;FRSME OPPO A5 2020;;;
2477;FRAME OPPO A52 2020;;;
2478;FRAME OPPO A92 2020;;;
2479;FRAME REALME 8I/NARZO 20;;;
2480;FRAME REALME 5;;;
2481;FRAME OPPO A5S;;;
2482;FRAME OPPO A83;;;
2483;FRAME OPPO A15 2020;;;
2484;FRAME OPPO A53 2020;;;
2485;FRAMME OPPO R1001;;;
2486;FRAME OPPO A32;;;
2487;FRAME OPPO A74;;;
2488;FRAME OPPO F9;;;
2489;FRAME OPPO F7;;;
2490;FRAME OPPO F3;;;
2491;FRAME OPPO F5;;;
2492;FRAME OPPO A1K/C2;;;
2493;FRAME OPPO A37;;;
2494;FRAME OPPO A12;;;
2495;FRAME OPPO A3S(CPH1803);;;
2496;FRAME OPPO A16;;;
2497;FRAME OPPO A39;;;
2498;FRAME REALME 3;;;
2499;FRAME OPPO REALME 6;;;
2500;FRAME OPPO RENO5(4G) ;;;
2501;FRAME OPPO A17/A17K;;;
2502;FRAME REALME XT ;;;
2503;FRAME OPPO RENO3;;;
2504;FRAME OPPO F1/A35;;;
2505;FRAME REALME 5PRO;;;
2506;FRAME OPPO RENO (5G);;;
2507;FRAME OPPO A9(2020);;;
2508;FRAME OPPO A32(2020);;;
2509;FRAME OPPO REMO 4PRO;;;
2510;FRAME OPPO A71 2017;;;
2511;FRAME OPPO A7;;;
2512;FRAME REALME C20/C21;;;
2513;MIDLE FRAME OPPO A15/A15S;;;
2514;FRAME INFINIX HOT11/X662;;;
2515;FRAME INFINIX HOT11S/X6812;;;
2516;FRAME INFINIX HOT10S/X689;;;
2517;FRAME INFINIX SMART4/X653;;;
2518;FRAME INFINIX HOT8/X650;;;
2519;FRAME INFINIX HOT12PLAY/X6816;;;
2520;FRAME INFINIX HOT10S/X689;;;
2521;FRAME INFINIX HOT9/;;;
2522;FRAME INFINIX NOTE7;;;
2523;FRAME INFINIX SMART5;;;
2524;FRAME INFINIX HOT9PLAY/X680;;;
2525;FRAME INFINIX NOTE10/X693;;;
2526;FRAME SAMSUNG A022,A02;;;
2527;FRAME SAMSUNG A10S;;;
2528;FRAME SAMSUNG A305;;;
2529;FRAME SAMSUNG A21S;;;
2530;FRAME SAMSUNG A04S;;;
2531;FRAME SAMSUNG A30S;;;
2532;FRAME SAMSUNG A025;;;
2533;FRAME SAMSUNG J7PRIME;;;
2534;FRAME SAMSUNG A11;;;
2535;FRAME SAMSUNG A515;;;
2536;FRAME SAMSUNG M317;;;
2537;FRAME SAMSUNG A03S,A03;;;
2538;FRAME SAMSUNG A04E;;;
2539;FRAME SAMSUNG A01;;;
2540;FRAME SAMSUNG A725;;;
2541;FRAME SAMSUNG M127,M12;;;
2542;FRAME SAMSUNG A20S;;;
2543;FRAME SAMSUNG A20S;;;
2544;FRAME RDMI 5+ PUTIH =HITAM;;;
2545;FRAME RDMI 5+ PUTIH =HITAM;;;
2546;FRAME RDMI 8A ;;;
2547; FRAME RDMI 4X PUTIH,HITAM;;;
2548;MIDLE M16X,MIA2;;;
2549;MIDLE RDMI9;;;
2550;MIDLE RDMI 4A;;;
2551;MIDLE RDMI 9T;;;
2552;MIDLE RDMI 9A;;;
2553;MIDLE RDMI MIMAX;;;
2554;MIDLE RDMI NOTE2;;;
2555;MIDLE RDMI NOTE5A;;;
2556;MIDLE RDMI NOTE 4;;;
2557;MIDLE NOTE 9;;;
2558;MIDLE RDMI 10 ;;;
2559;MIDLE RDMI 4X;;;
2560;MIDLE RDMI NOTE 11;;;
2561;MIDLE RDMI NOTE 7;;;
2562;MIDLE RDMI 7;;;
2563;MIDLE RDMI NOTE 10;;;
2564;MIDLE RDMI 7A;;;
2565;MIDLE RDMI MI4C;;;
2566;MIDLE RDMI 2;;;
2567;MIDLE RDMI 5A;;;
2568;MIDLE RDMI NOTE 6 PRO ;;;
2569;FRAME VIVO Y15S;;;
2570;FRAME VIVO V21;;;
2571;FRAME VIVO V15;;;
2572;FRAME VIVO Y21 (2021);;;
2573;FRAME VIVO Y85;;;
2574;FRAME VIVO V5;;;
2575;FRAME VIVO Y75;;;
2576;FRAME VIVO Y12;;;
2577;FRAME VIVO V11,Y97;;;
2578;FRAME VIVO Y53;;;
2579;FRAME VIVO Y71;;;
2580;FRAME VIVO Y22;;;
2581;FRAME VIVO V9;;;
2582;FRAME VIVO Y20;;;
2583;FRAME VIVO Y91,Y95,;;;
2584;FRAME VIVO Y16 2022;;;
2585;FRAME VIVO Y81;;;
2586;FRAME VIVO Y83;;;
2587;FRAME VIVO Y7S;;;
2588;BACKDOR OPPO A15;;;
2589;BACKDOR RELME C11(2021) HITAM ;;;
2590;BACKDOR OPPOA92 HITAM;;;
2591;BACKDOR OPPO A96;;;
2592;BACKDOR OPPO F3;;;
2593;BACKDOR OPPO C3;;;
2594;BACKDOR OPPO RENO4 (5G);;;
2595;BACKDOR REALME 5i;;;
2596;BACKDOR OPPO F17PRO;;;
2597;BACKDOR OPPO A5S;;;
2598;BACKDOR OPPO F11 HIJAU,PURPLE,PUTIH;;;
2599;BACKDOR REALME C25Y BIRU,HITAM.;;;
2600;BACKDOR OPPO A5(2020),HIJAU,PUTIH,BIRU,HITAM;;;
2601;BACKDOR REALME C11,BIRU,HIJAU,;;;
2602;BACKDOR OPPO A37;;;
2603;BACKDOR REALME 8PRO;;;
2604;BACKDOR REALME 6;;;
2605;BACKDOR REALME 8PRO;;;
2606;BACKDOR REALME 7PRO;;;
2607;BACKDOR REALME 7i;;;
2608;BACKDOR OPPO RENO 5;;;
2609;BACKDOR OPPO A9 (2020);;;
2610;BACKDOR OPPO A5S,MERAH,HITAM;;;
2611;BACKDOR OPPO F17PRO HIJAU;;;
2612;TOUCHSCREEN XIAOMI REDMI 5A+OCA PUTIH;;;
2613;TOUCHSCREEN XIAOMI REDMI 5A+OCA HITAM;;;
2614;TOUCHSCREEN XIAOMI REDMI 6PRO+OCA PUTIH;;;
2615;TOUCHSCREEN XIAOMI REDMI 6PRO+OCA HITAM;;;
2616;TOUCHSCREEN XIAOMI REDMI NOTE 5A PUTIH;;;
2617;TOUCHSCREEN XIAOMI REDMI NOTE 3 GOLD;;;
2618;TOUCHSCREEN XIAOMI REDMI NOTE 3 PUTIH ;;;
2619;TOUCHSCREEN XIAOMI REDMI NOTE 3 HITAM;;;
2620;TOUCHSCREEN XIAOMI REDMI 7A HITAM ;;;
2621;TOUCHSCREEN XIAOMI REDMI 2 HITAM;;;
2622;TOUCHSCREEN XIAOMI REDMI 4PRO HITAM;;;
2623;TOUCHSCREEN XIAOMI REDMI 4PRO PUTIH;;;
2624;TOUCHSCREEN XIAOMI MI5X/MIA1 HITAM ;;;
2625;TOUCHSCREEN XIAOMI MI5X/MIA1 PUTIH;;;
2626;TOUCSCREEN XIAOMI MI4i/MIA4C HITAM  ;;;
2627;TOUCHSCREEN XIAOMI 6/6A PUTIH ;;;
2628;TOUCHSCREEN XIAOMI 6/6A HITAM ;;;
2629;TOUCHSCREEN XIAOMI REDMI 7 HITAM ;;;
2630;TOUCHSCREEN XIAOMI REDMI NOTE4 PUTIH;;;
2631;TOUCHSCREEN XIAOMI REDMI NOTE4 HITAM ;;;
2632;TOUCHSCREEN XIAOMI REDMI NOTE 4X PUTIH;;;
2633;TOUCHSCREEN XIAOMI REDMI NOTE 4X HITAM ;;;
2634;TOUCHSCREEN XIAOMI REDMI NOTE 4X GOLD ;;;
2635;TOUCHSCREEN XIAOMI REDMI 4X PUTIH;;;
2636;TOUCHSCREEN XIAOMI REDMI 4X HITAM ;;;
2637;TOUCHSCREEN XIAOMI REDMI 4A HITAM;;;
2638;TOUCHSCREEN XIAOMI REDMI 4A PUTIH ;;;
2639;TOUCHSCREEN XIAOMI REDMI S2 HITAM;;;
2640;YOUCHSCREEN XIAOMI REDMI S2 PUTIH ;;;
2641;TOUCHSCREEN XIAOMI REDMI S2 +OCA PUTIH;;;
2642;TOUCHSCREEN XIAOMI REDMI 1S HITAM;;;
2643;TOUCHSCREEN XIAOMI REDMI 3 HITAM ;;;
2644;TOUCHSCREEN SAMSUNG G532/J2PRIME SILVER;;;
2645;TOUCHSCREEN SAMSUNG G532/J2PRIME HITAM;;;
2646;TOUCHSCREEN SAMSUNG G532/J2PRIME GOLD ;;;
2647;TOUCHSCREEN SAMSUNG G532/J2PRIME PUTIH;;;
2648;TOUCHSCREEN SAMSUNG J120 HITAM;;;
2649;TOUCHSCREEN SAMSUNG J100 HITAM;;;
2650;TOUCHSCREEN SAMSUNG J100 PUTIH;;;
2651;TOUCHSCREEN SAMSUNG J105 HITAM;;;
2652;TOUCHSCREEN SAMSUNG I8262 HITAM;;;
2653;TOUCHSCREEN SAMSUNG G7102 HITAM;;;
2654;TOUCHSCREEN SAMSUNG G7102 PUTIH;;;
2655;TOUCHSCREEN SAMSUNG G355 PUTIH;;;
2656;TOUCHSCREEN SAMSUNG G355 HITAM;;;
2657;TOUCHSCREEN SAMSUNG I9082 HITAM;;;
2658;TOUCHSCREEN SAMSUNG I9082 PUTIH;;;
2659;TOUCHSCREEN SAMSUNG J5PRO/J530 GOLD ;;;
2660;TOUCHSCREEN SAMSUNG J7PRO +OCA BLUE;;;
2661;TOUCHSCREEN SAMSUNG J7PRO +OCA GOLD ;;;
2662;TOUCHSCREEN SAMSUNG J7PRO +OCA HITAM ;;;
2663;TOUCHSCREEN SAMSUNG J600 HITAM;;;
2664;TOUCHSCREEN SAMSUNG J600 +OCA FHD HITAM;;;
2665;TOUCHSCREEN SAMSUNG J500 PUTIH;;;
2666;TOUCHSCREEN SAMSUNG J500 HITAM;;;
2667;TOUCHSCREEN SAMSUNG G530/GRANDPRIME HITAM;;;
2668;TOUCHSCREEN SAMSUNG I9150 HITAM;;;
2669;TOUCHSCREEN SAMSUNG J700 PUTIH;;;
2670;TOUCHSCREEN SAMSUNG J700 HITAM;;;
2671;TOUCHSCREEN SAMSUNG J400 HITAM;;;
2672;TOUCHSCREEN SAMSUNG J510 GOLD ;;;
2673;TOUCHSCREEN SAMSUNG J510 PUTIH;;;
2674;TOUCHSCREEN SAMSUNG J510 HITAM ;;;
2675;TOUCHSCREEN SAMSUNG J710 HITAM;;;
2676;TOUCHSCREEN SAMSUNG J710 PUTIH;;;
2677;TOUCHSCREEN SAMSUNG J1ACE/J110 GOLD ;;;
2678;TOUCHSCREEN SAMSUNG J1ACE/J110 HITAM;;;
2679;TOUCHSCREEN SAMSUNG A01/A015 HITAM;;;
2680;TOUCHSCREEN SAMSUNG G313/GALAXY V HITAM;;;
2681;TOUCHSCREEN OPPO A37 HITAM;;;
2682;TOUCHSCREEN OPPO A1K +OCA HITAM;;;
2683;TOUCHSCREEN OPPO A33 HITAM;;;
2684;TOUCHSCREEN OPPO A33 PUTIH ;;;
2685;TOUCHSCREEN OPPO A11W PUTIH;;;
2686;TOUCHSCREEN OPPO F1S PUTIH;;;
2687;TOUCHCSREEN OPPO F1S HITAM;;;
2688;TOUCHSCREEN OPPO F3 PUTIH;;;
2689;TOUCHSCREEN OPPO A39 HITAM;;;
2690;TOUCHSCREEN OPPO A57 PUTIH;;;
2691;TOUCHSCREEN OPPO R1201 PUTIH;;;
2692;TOUCHSCREEN OPPO R1201 HITAM ;;;
2693;TOUCHSCREEN VIVO Y69/Y77 HITAM;;;
2694;TOUCHSCREEN VIVO Y65 HITAM;;;
2695;TOUCHSCREEN VIVO Y53 PUTIH;;;
2696;TOUCHSCREEN VIVO Y55 PUTIH;;;
2697;TOUCHSCREEN VIVO V5 HITAM;;;
2698;TOUCHSCREEN VIVO V5 PUTIH;;;
2699;TOUCHSCREEN VIVO V5LITE PUTIH;;;
2700;TOUCHSCREEN VIVO V5LITE HITAM;;;
2701;TOUCHSCREEN ZENFONE ZE551ML;;;
2702;TOUCHSCREEN ZENFONE X014D ;;;
2703;;;;
2704;;;;
